time,fcnt,curDeg,tgtDeg,altDeg,motor_mWh,logic_mWh,solar_mWh,motor_s,ldrEast,ldrWest
2025-07-01 10:26:10.974833255+00:00,7,46.4,47.6,54.8,0.059,0.0,0.016,0.2,215,209
2025-07-01 10:31:10.659067698+00:00,8,46.4,49.3,54.2,0.059,0.0,0.007,0.0,351,349
2025-07-01 10:36:10.348139116+00:00,9,46.4,50.9,53.6,0.059,0.0,0.004,0.0,375,369
2025-07-01 10:41:10.032993290+00:00,10,52.1,52.5,53.0,0.07,0.0,0.0,0.2,357,356
2025-07-01 10:46:09.712623924+00:00,11,52.1,54.1,52.4,0.063,0.0,0.0,0.0,356,354
2025-07-01 10:51:09.495241928+00:00,12,52.1,55.7,51.7,0.066,0.0,0.002,0.0,362,358
2025-07-01 10:59:18.756708758+00:00,0,32.4,34.5,58.4,0.094,0.0,0.005,1.5,352,349
2025-07-01 11:04:17.043706146+00:00,1,32.4,36.5,57.9,0.066,0.0,0.003,0.0,356,352
2025-07-01 11:09:16.721828380+00:00,2,37.8,38.4,57.4,0.064,0.0,0.0,0.2,365,359
2025-07-01 11:14:16.507552865+00:00,3,37.8,40.3,56.9,0.046,0.0,0.002,0.0,377,370
2025-07-01 11:19:16.288644844+00:00,4,37.8,42.2,56.4,0.054,0.0,0.0,0.0,392,383
2025-07-01 11:24:16.075203966+00:00,5,43.1,44.0,55.9,0.057,0.0,0.0,0.2,374,366
2025-07-01 11:29:15.850474528+00:00,6,43.1,45.8,55.4,0.041,0.0,0.001,0.0,399,390
2025-07-01 13:36:40.471440220+00:00,0,58.7,60.3,49.5,0.237,11.765,53.0,3.6,21,93
2025-07-01 13:41:40.406335527+00:00,1,58.7,61.7,48.8,0.065,12.949,46.59,0.0,29,100
2025-07-01 13:46:40.365214069+00:00,2,58.7,63.1,48.1,0.054,12.967,56.1,0.0,22,94
2025-07-01 13:51:40.335714981+00:00,3,64.0,64.4,47.4,0.052,13.026,55.515,0.2,21,94
2025-07-01 13:56:38.994238922+00:00,4,64.0,65.8,46.7,0.031,13.223,48.047,0.0,23,95
2025-07-01 14:01:38.706538358+00:00,5,64.0,67.1,46.0,0.025,13.14,24.296,0.0,45,115
2025-07-01 14:06:38.651112137+00:00,6,64.0,68.3,45.3,0.028,13.152,34.539,0.0,18,83
2025-07-01 14:11:38.622755894+00:00,7,68.6,69.6,44.6,0.245,12.527,55.901,0.0,22,97
2025-07-01 14:16:38.661792746+00:00,8,68.6,70.8,43.8,0.023,11.464,42.56,0.0,21,102
2025-07-01 14:21:38.558882216+00:00,9,68.1,72.0,43.1,0.024,11.55,53.481,0.0,37,109
2025-07-01 14:26:38.533235023+00:00,10,68.1,72.0,42.4,0.025,11.552,50.731,0.0,19,94
2025-07-01 14:31:38.502665239+00:00,11,68.1,72.0,41.6,0.024,11.563,57.374,0.0,20,97
2025-07-01 14:36:38.476700827+00:00,12,68.1,72.0,40.9,0.023,12.231,52.646,0.0,20,92
2025-07-01 14:41:38.439976951+00:00,13,68.1,72.0,40.1,0.023,12.536,34.113,0.0,30,95
2025-07-01 14:46:38.414458080+00:00,14,68.1,72.0,39.3,0.024,12.503,22.127,0.0,43,93
2025-07-01 14:51:38.376891319+00:00,15,68.1,72.0,38.6,0.03,12.53,44.115,0.0,23,73
2025-07-01 14:56:38.381951478+00:00,16,68.1,72.0,37.8,0.031,12.532,23.212,0.0,45,98
2025-07-01 15:01:38.327763881+00:00,17,68.1,72.0,37.1,0.039,12.48,9.766,0.0,52,104
2025-07-01 15:06:38.291434439+00:00,18,68.1,72.0,36.3,0.048,12.49,9.912,0.0,46,95
2025-07-01 15:11:38.261797748+00:00,19,68.1,72.0,35.5,0.047,12.491,31.561,0.0,19,35
2025-07-01 15:16:38.221517161+00:00,20,68.1,72.0,34.7,0.049,12.705,34.766,0.0,31,45
2025-07-01 15:21:38.217996384+00:00,21,68.1,72.0,34.0,0.047,12.49,11.622,0.0,67,124
2025-07-01 15:26:38.199183501+00:00,22,68.1,72.0,33.2,0.049,12.442,6.593,0.0,66,130
2025-07-01 15:31:38.154652941+00:00,23,68.1,72.0,32.4,0.051,12.465,6.529,0.0,68,136
2025-07-01 15:36:38.096786380+00:00,24,68.1,72.0,31.6,0.052,12.388,6.025,0.0,71,138
2025-07-01 15:41:37.901756066+00:00,25,68.1,72.0,30.9,0.053,12.346,6.193,0.0,67,133
2025-07-01 15:51:37.816936524+00:00,27,68.1,72.0,29.3,0.052,12.345,4.665,0.0,85,155
2025-07-01 15:56:37.787047063+00:00,28,68.1,72.0,28.5,0.053,12.359,4.18,0.0,82,142
2025-07-01 16:01:37.745926307+00:00,29,68.1,72.0,27.7,0.051,12.362,6.578,0.0,62,134
2025-07-01 16:06:37.713231489+00:00,30,68.1,72.0,27.0,0.052,12.379,5.887,0.0,79,146
2025-07-01 16:11:37.747820882+00:00,31,68.1,72.0,26.2,0.056,12.352,5.355,0.0,74,140
2025-07-01 16:16:37.639157727+00:00,32,68.1,72.0,25.4,0.053,12.368,6.58,0.0,62,121
2025-07-01 16:21:37.607594424+00:00,33,68.1,72.0,24.7,0.055,12.362,6.611,0.0,73,140
2025-07-01 16:26:37.698452389+00:00,34,68.1,72.0,23.9,0.055,12.588,4.881,0.0,87,149
2025-07-01 16:31:37.542473468+00:00,35,68.1,72.0,23.1,0.055,12.335,4.954,0.0,78,136
2025-07-01 16:36:37.543791529+00:00,36,68.1,72.0,22.3,0.054,12.351,6.025,0.0,69,124
2025-07-01 16:41:37.555031945+00:00,37,68.1,72.0,21.6,0.053,12.581,6.922,0.0,66,123
2025-07-01 16:46:37.434823389+00:00,38,68.1,72.0,20.8,0.052,12.338,6.094,0.0,82,137
2025-07-01 16:51:37.393620092+00:00,39,68.1,72.0,20.1,0.054,12.376,5.212,0.0,75,130
2025-07-01 16:56:37.362391986+00:00,40,68.1,72.0,19.3,0.052,12.571,5.88,0.0,78,134
2025-07-01 17:01:37.319737279+00:00,41,68.1,72.0,18.5,0.055,12.364,4.225,0.0,95,146
2025-07-01 17:06:37.292012774+00:00,42,68.1,72.0,17.8,0.053,12.328,3.756,0.0,99,148
2025-07-01 17:11:37.250258920+00:00,43,68.1,72.0,17.0,0.052,12.325,3.313,0.0,109,164
2025-07-01 17:16:37.221349963+00:00,44,68.1,72.0,16.3,0.053,12.358,2.873,0.0,106,160
2025-07-01 17:21:37.240182900+00:00,45,68.1,72.0,15.5,0.054,12.307,4.236,0.0,80,139
2025-07-01 17:26:37.141601320+00:00,46,68.1,72.0,14.8,0.055,12.348,4.917,0.0,84,140
2025-07-01 17:31:37.111475782+00:00,47,68.1,72.0,14.1,0.057,12.341,4.266,0.0,94,137
2025-07-01 17:36:37.074214630+00:00,48,68.1,72.0,13.3,0.053,12.321,3.556,0.0,106,158
2025-07-01 17:41:37.080901211+00:00,49,68.1,72.0,12.6,0.056,12.342,2.953,0.0,118,173
2025-07-01 17:51:36.970994798+00:00,51,68.1,72.0,11.2,0.057,12.535,2.35,0.0,123,192
2025-07-01 17:56:37.033559707+00:00,52,68.1,72.0,10.5,0.055,12.328,2.01,0.0,148,205
2025-07-01 18:01:36.890437473+00:00,53,68.1,72.0,9.8,0.053,12.252,1.692,0.0,139,204
2025-07-01 18:06:36.865765395+00:00,54,68.1,72.0,9.1,0.055,12.352,1.632,0.0,163,223
2025-07-01 18:11:36.822390201+00:00,55,68.1,72.0,8.4,0.056,12.312,1.261,0.0,172,230
2025-07-01 18:16:36.876031507+00:00,56,68.1,72.0,7.7,0.055,12.516,1.192,0.0,173,232
2025-07-01 18:21:36.860552270+00:00,57,68.1,72.0,7.0,0.056,12.337,1.167,0.0,179,236
2025-07-01 18:26:36.707980091+00:00,58,68.1,72.0,6.3,0.056,12.301,1.162,0.0,185,242
2025-07-01 18:31:36.802740543+00:00,59,68.1,72.0,5.6,0.056,12.384,1.135,0.0,189,250
2025-07-01 18:36:36.636111438+00:00,60,68.1,72.0,5.0,0.054,12.311,0.975,0.0,199,261
2025-07-01 18:41:36.705750887+00:00,61,68.1,72.0,4.3,0.056,12.297,0.845,0.0,208,274
2025-07-01 18:46:36.569912853+00:00,62,68.1,72.0,3.7,0.057,12.298,0.78,0.0,216,282
2025-07-01 18:56:36.564069329+00:00,64,68.1,72.0,2.4,0.054,12.291,0.913,0.0,192,266
2025-07-01 19:01:36.457520868+00:00,65,68.1,72.0,1.8,0.054,12.3,1.163,0.0,193,284
2025-07-01 19:11:36.389364445+00:00,67,68.1,72.0,0.5,0.054,12.538,0.764,0.0,233,306
2025-07-01 19:16:36.357140385+00:00,68,68.1,72.0,-0.1,0.056,12.283,0.571,0.0,245,317
2025-07-01 19:21:36.316840353+00:00,69,-71.8,72.0,-0.7,0.237,13.337,0.878,0.0,276,257
2025-07-01 19:26:36.275608020+00:00,70,-71.8,72.0,-1.3,0.054,13.676,0.82,0.0,292,265
2025-07-01 19:31:36.245062670+00:00,71,-71.8,72.0,-1.8,0.056,13.711,0.766,0.0,302,274
2025-07-01 19:36:36.244877369+00:00,72,-71.8,72.0,-2.4,0.055,13.681,0.656,0.0,316,287
2025-07-01 19:41:36.222583860+00:00,73,-71.8,72.0,-3.0,0.052,13.721,0.534,0.0,344,305
2025-07-01 19:46:36.133889825+00:00,74,-71.8,72.0,-3.5,0.057,13.702,0.492,0.0,375,330
2025-07-01 19:51:36.092190350+00:00,75,-71.8,72.0,-4.1,0.057,13.443,0.41,0.0,407,357
2025-07-01 19:56:36.057255717+00:00,76,-71.8,72.0,-4.6,0.052,13.69,0.336,0.0,449,390
2025-07-01 20:06:35.979784997+00:00,78,-71.8,72.0,-5.6,0.055,13.676,0.144,0.0,556,481
2025-07-01 20:11:35.939049136+00:00,79,-71.8,72.0,-6.1,0.056,13.62,0.01,0.0,624,544
2025-07-01 20:16:36.006976928+00:00,80,-71.8,72.0,-6.6,0.058,13.641,0.0,0.0,687,607
2025-07-01 20:21:35.867468892+00:00,81,-71.8,72.0,-7.1,0.055,13.396,0.003,0.0,753,674
2025-07-01 20:26:35.826260265+00:00,82,-71.8,72.0,-7.5,0.055,13.6,0.008,0.0,817,745
2025-07-01 20:31:35.787740541+00:00,83,-71.8,72.0,-8.0,0.055,13.626,0.004,0.0,881,820
2025-07-01 20:36:35.747725720+00:00,84,-71.8,72.0,-8.4,0.061,13.551,0.078,0.0,929,883
2025-07-01 20:46:35.686163178+00:00,86,-71.8,72.0,-9.3,0.057,13.532,0.0,0.0,988,965
2025-07-01 20:51:35.646211205+00:00,87,-71.8,72.0,-9.7,0.055,13.366,0.0,0.0,1002,988
2025-07-01 20:56:35.619016564+00:00,88,-71.8,72.0,-10.1,0.053,13.546,0.0,0.0,1009,1002
2025-07-01 21:01:35.575081794+00:00,89,-71.8,72.0,-10.5,0.059,13.583,0.0,0.0,1013,1006
2025-07-01 21:06:35.543933723+00:00,90,-71.8,72.0,-10.8,0.049,13.54,0.0,0.0,1015,1014
2025-07-01 21:11:35.512257440+00:00,91,-71.8,72.0,-11.2,0.055,13.561,0.0,0.0,1017,1016
2025-07-01 21:16:35.477801226+00:00,92,-71.8,72.0,-11.5,0.055,13.555,0.0,0.0,1021,1018
2025-07-01 21:21:35.439715219+00:00,93,-71.8,72.0,-11.9,0.056,13.337,0.0,0.0,1019,1018
2025-07-01 21:26:35.412126378+00:00,94,-71.8,72.0,-12.2,0.055,13.54,0.0,0.0,1018,1018
2025-07-01 21:31:35.360145708+00:00,95,-71.8,72.0,-12.5,0.057,13.567,0.0,0.0,1019,1019
2025-07-01 21:36:35.326858713+00:00,96,-71.8,72.0,-12.8,0.054,13.604,0.0,0.0,1018,1018
2025-07-01 21:41:35.289597175+00:00,97,-71.8,72.0,-13.0,0.054,13.505,0.0,0.0,1019,1017
2025-07-01 21:46:35.345335294+00:00,98,-71.8,72.0,-13.3,0.058,13.52,0.0,0.0,1019,1019
2025-07-01 21:51:35.219184374+00:00,99,-71.8,72.0,-13.5,0.055,13.272,0.0,0.0,1018,1019
2025-07-01 21:56:35.179138091+00:00,100,-71.8,72.0,-13.7,0.056,13.513,0.0,0.0,1018,1019
2025-07-01 22:01:35.136394530+00:00,101,-71.8,72.0,-14.0,0.058,13.497,0.0,0.0,1018,1019
2025-07-01 22:11:35.203572701+00:00,103,-71.8,72.0,-14.3,0.056,13.496,0.0,0.0,1019,1019
2025-07-01 22:16:35.024270191+00:00,104,-71.8,72.0,-14.5,0.058,13.527,0.0,0.0,1019,1019
2025-07-01 22:21:34.986026034+00:00,105,-71.8,72.0,-14.6,0.058,13.248,0.0,0.0,1019,1019
